protein	reaction	direction
Q9L5D6	23508	nan
P55653	13213	nan
B6JFW2	17521	nan
Q8UFS8	17521	nan
B9JVJ1	17521	nan
B9KIR2	17521	nan
Q5PAL2	17521	nan
Q2GJX4	17521	nan
A8I9X6	17521	nan
A1UT20	17521	nan
Q6G3E9	17521	nan
Q6FZS9	17521	nan
A9IU58	17521	nan
B2IEA4	17521	nan
Q89K29	17521	nan
A5EKP4	17521	nan
A4YWF1	17521	nan
B2SB62	17521	nan
Q2YKL3	17521	nan
A6X562	17521	nan
Q577Z3	17521	nan
A9MBN4	17521	nan
C0RLB5	17521	nan
Q8YC57	17521	nan
A5VUS6	17521	nan
A9WYR3	17521	nan
Q8FW67	17521	nan
B0T193	17521	nan
Q9A5L0	17521	nan
B8GZJ5	17521	nan
A3PI90	17521	nan
Q3J459	17521	nan
A4WUQ2	17521	nan
B9KPF8	17521	nan
Q11IL4	17521	nan
A8LJ23	17521	nan
Q3YSB0	17521	nan
Q2GGC5	17521	nan
Q5FHN7	17521	nan
Q5HBG3	17521	nan
Q5FND3	17521	nan
Q0BTK2	17521	nan
Q0BZV5	17521	nan
Q28T24	17521	nan
A0L5G0	17521	nan
Q0ANY9	17521	nan
B7KWB0	17521	nan
A9W748	17521	nan
B1ZLM1	17521	nan
B8EPC1	17521	nan
Q2GEE7	17521	nan
Q1QL30	17521	nan
Q3SR31	17521	nan
Q2G4F5	17521	nan
A5CEC8	17521	nan
B3CQQ9	17521	nan
A7HX17	17521	nan
Q2W6Y6	17521	nan
Q4FLQ7	17521	nan
B4R968	17521	nan
Q2K939	17521	nan
Q1MHJ5	17521	nan
Q98M95	17521	nan
B5ZMJ0	17521	nan
Q92QK7	17521	nan
A5V3V0	17521	nan
B6IN23	17521	nan
Q2IXB7	17521	nan
Q07L94	17521	nan
Q6N575	17521	nan
Q215W8	17521	nan
Q135J7	17521	nan
B3Q9W5	17521	nan
Q2RPH4	17521	nan
C3PMJ0	17521	nan
A8GMC0	17521	nan
A8GV46	17521	nan
Q1RHE9	17521	nan
A8EXM1	17521	nan
Q92J75	17521	nan
Q4UKF1	17521	nan
Q9ZE10	17521	nan
C4K0R4	17521	nan
B0BWC3	17521	nan
A8GQX7	17521	nan
Q68XL6	17521	nan
Q168I9	17521	nan
Q5LP80	17521	nan
Q1GFB5	17521	nan
C3MAA3	17521	nan
A6U819	17521	nan
Q1GUW3	17521	nan
Q73HP2	17521	nan
B3CMT8	17521	nan
Q5GRM3	17521	nan
C0R5M6	17521	nan
A7IMA7	17521	nan
Q5NPF3	17521	nan
A5FWV7	17521	nan
A5FWV7	14513	nan
B6JFW6	17521	nan
B6JFW6	14513	nan
Q8UFS3	17521	nan
Q8UFS3	14513	nan
B9JVJ7	17521	nan
B9JVJ7	14513	nan
B9KI71	17521	nan
B9KI71	14513	nan
Q5PB50	17521	nan
Q5PB50	14513	nan
Q2GKN0	17521	nan
Q2GKN0	14513	nan
A8ICV0	17521	nan
A8ICV0	14513	nan
A1USB4	17521	nan
A1USB4	14513	nan
Q6G3Y7	17521	nan
Q6G3Y7	14513	nan
Q6FZK7	17521	nan
Q6FZK7	14513	nan
A9ISC3	17521	nan
A9ISC3	14513	nan
B2IEA3	17521	nan
B2IEA3	14513	nan
Q89K31	17521	nan
Q89K31	14513	nan
A5EKP2	17521	nan
A5EKP2	14513	nan
B2S5D2	17521	nan
B2S5D2	14513	nan
Q2YNL2	17521	nan
Q2YNL2	14513	nan
A6X191	17521	nan
A6X191	14513	nan
Q57DK8	17521	nan
Q57DK8	14513	nan
A9MAS2	17521	nan
A9MAS2	14513	nan
C0RIN3	17521	nan
C0RIN3	14513	nan
P64197	17521	nan
P64197	14513	nan
A5VQ81	17521	nan
A5VQ81	14513	nan
B0CLM5	17521	nan
B0CLM5	14513	nan
P64198	17521	nan
P64198	14513	nan
Q9A5L1	17521	nan
Q9A5L1	14513	nan
A3PHJ3	17521	nan
A3PHJ3	14513	nan
Q3J4Z8	17521	nan
Q3J4Z8	14513	nan
A4WX55	17521	nan
A4WX55	14513	nan
B9KMT6	17521	nan
B9KMT6	14513	nan
Q11HL0	17521	nan
Q11HL0	14513	nan
A8LI95	17521	nan
A8LI95	14513	nan
Q3YSJ0	17521	nan
Q3YSJ0	14513	nan
Q2GG24	17521	nan
Q2GG24	14513	nan
Q5FHD2	17521	nan
Q5FHD2	14513	nan
Q5HBP2	17521	nan
Q5HBP2	14513	nan
Q2ND71	17521	nan
Q2ND71	14513	nan
Q5FND4	17521	nan
Q5FND4	14513	nan
Q0BTK1	17521	nan
Q0BTK1	14513	nan
Q28R79	17521	nan
Q28R79	14513	nan
B7KTR5	17521	nan
B7KTR5	14513	nan
A9VWZ8	17521	nan
A9VWZ8	14513	nan
B8IL55	17521	nan
B8IL55	14513	nan
B1ZIK6	17521	nan
B1ZIK6	14513	nan
B1LUB2	17521	nan
B1LUB2	14513	nan
B0UHC4	17521	nan
B0UHC4	14513	nan
B8EPC0	17521	nan
B8EPC0	14513	nan
Q2GEW1	17521	nan
Q2GEW1	14513	nan
Q1QL34	17521	nan
Q1QL34	14513	nan
Q3SR35	17521	nan
Q3SR35	14513	nan
Q2G4F6	17521	nan
Q2G4F6	14513	nan
A5CEC9	17521	nan
A5CEC9	14513	nan
B3CQQ8	17521	nan
B3CQQ8	14513	nan
Q2W6Y7	17521	nan
Q2W6Y7	14513	nan
Q4FLQ8	17521	nan
Q4FLQ8	14513	nan
B3PXX8	17521	nan
B3PXX8	14513	nan
Q2K933	17521	nan
Q2K933	14513	nan
Q1MHI9	17521	nan
Q1MHI9	14513	nan
Q98ND3	17521	nan
Q98ND3	14513	nan
B5ZMJ6	17521	nan
B5ZMJ6	14513	nan
Q92QK5	17521	nan
Q92QK5	14513	nan
A5V3U9	17521	nan
A5V3U9	14513	nan
B6IPU4	17521	nan
B6IPU4	14513	nan
Q2IXB5	17521	nan
Q2IXB5	14513	nan
Q07L96	17521	nan
Q07L96	14513	nan
P61347	17521	nan
P61347	14513	nan
Q215W3	17521	nan
Q215W3	14513	nan
Q135J9	17521	nan
Q135J9	14513	nan
Q2RPH5	17521	nan
Q2RPH5	14513	nan
C3PMI9	17521	nan
C3PMI9	14513	nan
A8GV45	17521	nan
A8GV45	14513	nan
Q1RHE8	17521	nan
Q1RHE8	14513	nan
A8EXM0	17521	nan
A8EXM0	14513	nan
Q92J76	17521	nan
Q92J76	14513	nan
Q4UKF0	17521	nan
Q4UKF0	14513	nan
Q9ZE11	17521	nan
Q9ZE11	14513	nan
C4K0R5	17521	nan
C4K0R5	14513	nan
B0BWC2	17521	nan
B0BWC2	14513	nan
A8GQX6	17521	nan
A8GQX6	14513	nan
Q68XL7	17521	nan
Q68XL7	14513	nan
Q163L1	17521	nan
Q163L1	14513	nan
Q5LPK1	17521	nan
Q5LPK1	14513	nan
Q1GIT2	17521	nan
Q1GIT2	14513	nan
C3MAA7	17521	nan
C3MAA7	14513	nan
A6U821	17521	nan
A6U821	14513	nan
P61349	17521	nan
P61349	14513	nan
B3CN64	17521	nan
B3CN64	14513	nan
Q5GRT2	17521	nan
Q5GRT2	14513	nan
C0R5B9	17521	nan
C0R5B9	14513	nan
A7IMA9	17521	nan
A7IMA9	14513	nan
Q5NPF4	17521	nan
Q5NPF4	14513	nan
A5FWV9	17521	nan
A5FWV9	14513	nan
B6JFW0	17521	nan
B6JFW0	14513	nan
Q8UFS9	17521	nan
Q8UFS9	14513	nan
B9JVJ0	17521	nan
B9JVJ0	14513	nan
A8I9X4	17521	nan
A8I9X4	14513	nan
A1UT21	17521	nan
A1UT21	14513	nan
Q6G3F0	17521	nan
Q6G3F0	14513	nan
Q6FZS8	17521	nan
Q6FZS8	14513	nan
B2IEA5	17521	nan
B2IEA5	14513	nan
Q89K28	17521	nan
Q89K28	14513	nan
A5EKP6	17521	nan
A5EKP6	14513	nan
A4YWF3	17521	nan
A4YWF3	14513	nan
B2SB61	17521	nan
B2SB61	14513	nan
Q2YKL4	17521	nan
Q2YKL4	14513	nan
A6X564	17521	nan
A6X564	14513	nan
Q577Z4	17521	nan
Q577Z4	14513	nan
A9MBN5	17521	nan
A9MBN5	14513	nan
C0RLB6	17521	nan
C0RLB6	14513	nan
P64203	17521	nan
P64203	14513	nan
A5VUS7	17521	nan
A5VUS7	14513	nan
A9WYR4	17521	nan
A9WYR4	14513	nan
P64204	17521	nan
P64204	14513	nan
B0T192	17521	nan
B0T192	14513	nan
Q9A5K9	17521	nan
Q9A5K9	14513	nan
B8GZJ6	17521	nan
B8GZJ6	14513	nan
A3PI89	17521	nan
A3PI89	14513	nan
Q3J460	17521	nan
Q3J460	14513	nan
A4WUQ3	17521	nan
A4WUQ3	14513	nan
B9KPF7	17521	nan
B9KPF7	14513	nan
Q11IL6	17521	nan
Q11IL6	14513	nan
A8LJ24	17521	nan
A8LJ24	14513	nan
Q2ND76	17521	nan
Q2ND76	14513	nan
A9HRJ1	17521	nan
A9HRJ1	14513	nan
Q5FND2	17521	nan
Q5FND2	14513	nan
Q0BZU9	17521	nan
Q0BZU9	14513	nan
Q28T23	17521	nan
Q28T23	14513	nan
A0L5G1	17521	nan
A0L5G1	14513	nan
Q0ANY8	17521	nan
Q0ANY8	14513	nan
B7KWA9	17521	nan
B7KWA9	14513	nan
A9W747	17521	nan
A9W747	14513	nan
B8IL52	17521	nan
B8IL52	14513	nan
B1ZLM0	17521	nan
B1ZLM0	14513	nan
B1LUA9	17521	nan
B1LUA9	14513	nan
B0UHC7	17521	nan
B0UHC7	14513	nan
B8EPC2	17521	nan
B8EPC2	14513	nan
Q1QL28	17521	nan
Q1QL28	14513	nan
Q3SR29	17521	nan
Q3SR29	14513	nan
Q2G4F4	17521	nan
Q2G4F4	14513	nan
B3CQR0	17521	nan
B3CQR0	14513	nan
A1AZJ3	17521	nan
A1AZJ3	14513	nan
Q4FLQ6	17521	nan
Q4FLQ6	14513	nan
B4R967	17521	nan
B4R967	14513	nan
B3PXX2	17521	nan
B3PXX2	14513	nan
Q2K940	17521	nan
Q2K940	14513	nan
Q1MHJ6	17521	nan
Q1MHJ6	14513	nan
Q98M93	17521	nan
Q98M93	14513	nan
B5ZMI9	17521	nan
B5ZMI9	14513	nan
Q92QK8	17521	nan
Q92QK8	14513	nan
B9JDM9	17521	nan
B9JDM9	14513	nan
A5V3V1	17521	nan
A5V3V1	14513	nan
B6IN24	17521	nan
B6IN24	14513	nan
Q2IXC1	17521	nan
Q2IXC1	14513	nan
Q07L90	17521	nan
Q07L90	14513	nan
Q6N571	17521	nan
Q6N571	14513	nan
Q215X2	17521	nan
Q215X2	14513	nan
Q135J5	17521	nan
Q135J5	14513	nan
B3Q9W8	17521	nan
B3Q9W8	14513	nan
Q2RPH3	17521	nan
Q2RPH3	14513	nan
C3PMJ1	17521	nan
C3PMJ1	14513	nan
A8GMC1	17521	nan
A8GMC1	14513	nan
A8GV47	17521	nan
A8GV47	14513	nan
Q1RHF0	17521	nan
Q1RHF0	14513	nan
A8EXM2	17521	nan
A8EXM2	14513	nan
Q92J74	17521	nan
Q92J74	14513	nan
Q4UKF2	17521	nan
Q4UKF2	14513	nan
Q9ZE09	17521	nan
Q9ZE09	14513	nan
C4K0R3	17521	nan
C4K0R3	14513	nan
B0BWC4	17521	nan
B0BWC4	14513	nan
A8GQX8	17521	nan
A8GQX8	14513	nan
Q68XL5	17521	nan
Q68XL5	14513	nan
Q168I8	17521	nan
Q168I8	14513	nan
Q5LP79	17521	nan
Q5LP79	14513	nan
Q1GFB4	17521	nan
Q1GFB4	14513	nan
C3MAA2	17521	nan
C3MAA2	14513	nan
A6U818	17521	nan
A6U818	14513	nan
Q1GUW4	17521	nan
Q1GUW4	14513	nan
A7IMA6	17521	nan
A7IMA6	14513	nan
C0KTJ6	51688	nan
Q8UEK8	17473	nan
B9JWF1	17473	nan
A8HUG2	17473	nan
A1USJ5	17473	nan
Q6G3J8	17473	nan
Q6FZZ4	17473	nan
B2IBC4	17473	nan
Q89IW2	17473	nan
B2S5T0	17473	nan
Q2YQ03	17473	nan
A6X0X0	17473	nan
Q57D61	17473	nan
A9M586	17473	nan
C0RJ47	17473	nan
Q8YH94	17473	nan
A5VQL0	17473	nan
B0CGM4	17473	nan
Q8G0L4	17473	nan
Q9AAY3	17473	nan
Q11JM4	17473	nan
Q0BXB5	17473	nan
Q0AM02	17473	nan
B0U881	17473	nan
Q4FL89	17473	nan
Q98LQ6	17473	nan
Q92QB4	17473	nan
Q2IY20	17473	nan
Q6N4E7	17473	nan
Q212N0	17473	nan
Q134L7	17473	nan
B3QE25	17473	nan
C3PNA0	17473	nan
A8GN89	17473	nan
A8GUB6	17473	nan
Q1RID0	17473	nan
Q92I93	17473	nan
Q4ULX3	17473	nan
A8F1F2	17473	nan
Q9ZDE8	17473	nan
C4K2D8	17473	nan
B0BXB8	17473	nan
A8GRW0	17473	nan
Q68WZ4	17473	nan
C3MB45	17473	nan
A6U8C2	17473	nan
A3PH01	17473	nan
Q3J5D3	17473	nan
A4WQ81	17473	nan
B9KM22	17473	nan
A8LS52	17473	nan
Q28R88	17473	nan
A0L8I1	17473	nan
A1BA17	17473	nan
Q168P4	17473	nan
Q5LTR1	17473	nan
Q1GF96	17473	nan
A9CEQ8	45604	nan
A9CEQ8	45600	nan
Q5FQ97	19433	nan
A8I5N7	13285	nan
Q89NS0	13285	nan
A5ESE1	13285	nan
A4YLK4	13285	nan
A8LME6	13285	nan
Q28R34	13285	nan
A1B2I7	13285	nan
Q2RRI3	13285	nan
Q5LRC0	13285	nan
A8HT29	24304	nan
B2IGK3	24304	nan
B0T014	24304	nan
Q9A353	24304	nan
B8H4V4	24304	nan
Q2N886	24304	nan
Q0BYP2	24304	nan
A0L7X6	24304	nan
Q0AMJ2	24304	nan
B8EPH9	24304	nan
Q2G781	24304	nan
A7HQY0	24304	nan
Q2W9A3	24304	nan
B4RF16	24304	nan
A5V9T6	24304	nan
B6IXI3	24304	nan
Q2RPV1	24304	nan
Q1GRZ2	24304	nan
A7IHE9	24304	nan
Q9A354	24304	nan
Q8UFD6	24304	nan
B9JWI2	24304	nan
Q6G2F1	24304	nan
Q6FYZ7	24304	nan
Q89I86	24304	nan
A5EMM2	24304	nan
A4YXQ9	24304	nan
B2SAU5	24304	nan
Q2YKX9	24304	nan
P62920	24304	nan
A9MC11	24304	nan
C0RLN1	24304	nan
P62921	24304	nan
A5VV25	24304	nan
A9WZ23	24304	nan
Q8FVU9	24304	nan
A3PI15	24304	nan
Q3J4D4	24304	nan
A4WUX2	24304	nan
B9KNU3	24304	nan
A8LIH2	24304	nan
Q5FRY0	24304	nan
Q28L73	24304	nan
Q1QMW0	24304	nan
Q3ST46	24304	nan
Q4FMV1	24304	nan
B3PP20	24304	nan
Q2K813	24304	nan
Q1MG62	24304	nan
Q98LT6	24304	nan
B5ZQP8	24304	nan
Q92Q11	24304	nan
B9JFK7	24304	nan
Q07R90	24304	nan
Q6N344	24304	nan
Q16AX0	24304	nan
A6U8Q3	24304	nan
A9CES4	20685	nan
A9CES4	33031	nan
Q1MLL4	20685	nan
Q9A9H3	36779	nan
Q89GX9	22488	nan
A5EP16	22488	nan
A4YZ37	22488	nan
Q51669	22488	nan
A1AXY8	22488	nan
Q98LU4	22488	nan
Q92WX6	22488	nan
Q07HI5	22488	nan
Q21D57	22488	nan
Q07982	20637	nan
P0A3F2	18189	nan
Q89RJ4	18189	nan
P58393	18189	nan
P0A3F3	18189	nan
Q8UK38	18189	nan
Q89G86	18189	nan
P58394	18189	nan
A5FUS8	18189	nan
Q9RNH6	18189	nan
A4WRM2	18189	nan
Q0BPL3	18189	nan
Q28MN0	18189	nan
B8EN59	18189	nan
Q2G7S7	18189	nan
A1BAE6	18189	nan
Q2W5G0	18189	nan
B3Q001	18189	nan
Q2K485	18189	nan
Q1MBS7	18189	nan
Q985P2	18189	nan
B5ZQ47	18189	nan
B9JAA4	18189	nan
Q9EUT5	18189	nan
B6IUD9	18189	nan
Q2J308	18189	nan
Q07TH8	18189	nan
Q6NCT7	18189	nan
Q21BQ1	18189	nan
Q13EA7	18189	nan
B3Q9C2	18189	nan
Q2RS50	18189	nan
Q165E4	18189	nan
Q8U8L5	12120	nan
Q89G87	12120	nan
A3PJX6	12120	nan
Q9RNH7	12120	nan
A4WRM1	12120	nan
Q0BPL4	12120	nan
Q28MN1	12120	nan
Q2G7S6	12120	nan
Q2W5G1	12120	nan
B3Q000	12120	nan
Q2K486	12120	nan
Q1MBS8	12120	nan
Q985P3	12120	nan
B5ZQ46	12120	nan
Q92M13	12120	nan
B9JAA3	12120	nan
P39669	12120	nan
Q9EUT6	12120	nan
Q2J307	12120	nan
Q07TH7	12120	nan
Q6NCT8	12120	nan
Q21BQ2	12120	nan
Q13EA6	12120	nan
B3Q9C1	12120	nan
Q2RS49	12120	nan
Q9ZFN4	12120	nan
Q165E3	12120	nan
C3MIS7	12120	nan
Q3J3M8	42692	nan
Q9JN46	42692	nan
Q2RTZ1	42692	nan
A9CEQ7	45580	nan
Q8UIV7	17825	nan
B9JYQ5	17825	nan
B2SC34	17825	nan
Q2YJN9	17825	nan
P0CB37	17825	nan
Q8YDC6	17825	nan
Q8FV09	17825	nan
B0T0C5	17825	nan
Q9A6N3	17825	nan
B8GXA8	17825	nan
Q11CB2	17825	nan
Q1QFN5	17825	nan
Q2W5F9	17825	nan
B3PXK6	17825	nan
Q2KDT9	17825	nan
Q1MMY1	17825	nan
Q98DM2	17825	nan
B5ZWT5	17825	nan
Q92T27	17825	nan
B9J6R6	17825	nan
C3MBY4	17825	nan
A6UEW0	17825	nan
P21908	17825	nan
A5FWQ4	23424	nan
B6JIL2	23424	nan
Q8U9L9	23424	nan
B9JRY5	23424	nan
B9KJ94	23424	nan
Q5PA34	23424	nan
A8HUR7	23424	nan
A1URA6	23424	nan
Q6G5P7	23424	nan
Q6FYQ7	23424	nan
A9IYI0	23424	nan
B2IGB3	23424	nan
Q89DN1	23424	nan
A5ECX6	23424	nan
A4Z0D8	23424	nan
Q2YQH8	23424	nan
A6WY87	23424	nan
Q57BJ0	23424	nan
A9M7I9	23424	nan
Q8YIU8	23424	nan
A5VS47	23424	nan
A9WWG7	23424	nan
Q8FZ13	23424	nan
B0T1V6	23424	nan
Q9ABV3	23424	nan
B8GXK7	23424	nan
A3PH12	23424	nan
Q3J5C2	23424	nan
A4WQ91	23424	nan
B9KM35	23424	nan
Q11DI7	23424	nan
A8LS40	23424	nan
Q2N850	23424	nan
A9HB20	23424	nan
Q5FQB4	23424	nan
Q0BT42	23424	nan
Q0C5U1	23424	nan
Q28NS0	23424	nan
A0L4J3	23424	nan
Q0ALR7	23424	nan
B7KWJ1	23424	nan
A9W9G7	23424	nan
B8ID24	23424	nan
B1ZBR8	23424	nan
B1M3G3	23424	nan
B0ULF6	23424	nan
B8ER03	23424	nan
Q1QP86	23424	nan
Q3SNB8	23424	nan
Q2GB44	23424	nan
A1AZG3	23424	nan
A7HV12	23424	nan
Q2W2C2	23424	nan
Q4FN15	23424	nan
B4R906	23424	nan
B3PYX0	23424	nan
Q2K4M3	23424	nan
Q1MC77	23424	nan
Q98F91	23424	nan
B5ZNL4	23424	nan
Q92M99	23424	nan
B9J9H0	23424	nan
A5V2D8	23424	nan
B6ITH3	23424	nan
Q2J0J3	23424	nan
Q07IZ1	23424	nan
Q6N1T6	23424	nan
Q20YZ7	23424	nan
Q131V4	23424	nan
B3Q6Y9	23424	nan
Q2RVE4	23424	nan
Q168N3	23424	nan
Q5LTP9	23424	nan
Q1GE79	23424	nan
A6UCS2	23424	nan
Q1GUJ4	23424	nan
A7IIG5	23424	nan
Q5NNT4	23424	nan
Q8UEH1	13237	nan
Q6G322	13237	nan
Q6FZH6	13237	nan
P59362	13237	nan
Q577Y1	13237	nan
Q8YC47	13237	nan
Q8CY30	13237	nan
Q9ABV2	13237	nan
Q5FUY5	13237	nan
Q98LX5	13237	nan
Q92PS4	13237	nan
Q56206	13237	nan
Q5NRH4	13237	nan
A5G0T8	13725	nan
A5G0T8	13509	nan
B6JFB2	13725	nan
B6JFB2	13509	nan
Q8UEH0	13725	nan
Q8UEH0	13509	nan
B9JWC4	13725	nan
B9JWC4	13509	nan
B9KHH2	13725	nan
B9KHH2	13509	nan
Q5PBV0	13725	nan
Q5PBV0	13509	nan
A8I4D4	13725	nan
A8I4D4	13509	nan
A1USU8	13725	nan
A1USU8	13509	nan
Q6G321	13725	nan
Q6G321	13509	nan
Q6FZH5	13725	nan
Q6FZH5	13509	nan
A9IVJ6	13725	nan
A9IVJ6	13509	nan
Q89LD7	13725	nan
Q89LD7	13509	nan
A4YUF4	13725	nan
A4YUF4	13509	nan
B2SB72	13725	nan
B2SB72	13509	nan
Q2YKK2	13725	nan
Q2YKK2	13509	nan
A6X546	13725	nan
A6X546	13509	nan
Q577Y2	13725	nan
Q577Y2	13509	nan
A9MBM3	13725	nan
A9MBM3	13509	nan
C0RLA4	13725	nan
C0RLA4	13509	nan
Q8YC48	13725	nan
Q8YC48	13509	nan
A9WYQ2	13725	nan
A9WYQ2	13509	nan
Q8FW78	13725	nan
Q8FW78	13509	nan
Q9A5Z3	13725	nan
Q9A5Z3	13509	nan
B8GYT1	13725	nan
B8GYT1	13509	nan
Q3J3H0	13725	nan
Q3J3H0	13509	nan
A4WU43	13725	nan
A4WU43	13509	nan
Q11HG1	13725	nan
Q11HG1	13509	nan
A8LIS2	13725	nan
A8LIS2	13509	nan
A9HI46	13725	nan
A9HI46	13509	nan
Q5FUY6	13725	nan
Q5FUY6	13509	nan
Q0BSR5	13725	nan
Q0BSR5	13509	nan
Q0C4B0	13725	nan
Q0C4B0	13509	nan
Q28MG0	13725	nan
Q28MG0	13509	nan
Q0AR24	13725	nan
Q0AR24	13509	nan
Q1QME9	13725	nan
Q1QME9	13509	nan
Q3SRP6	13725	nan
Q3SRP6	13509	nan
Q2G929	13725	nan
Q2G929	13509	nan
A1AZN6	13725	nan
A1AZN6	13509	nan
A7HXP0	13725	nan
A7HXP0	13509	nan
Q2W7U1	13725	nan
Q2W7U1	13509	nan
B3PZN3	13725	nan
B3PZN3	13509	nan
Q2K8G2	13725	nan
Q2K8G2	13509	nan
Q1MGP8	13725	nan
Q1MGP8	13509	nan
Q98LX2	13725	nan
Q98LX2	13509	nan
B5ZP51	13725	nan
B5ZP51	13509	nan
Q92PS3	13725	nan
Q92PS3	13509	nan
B9JF80	13725	nan
B9JF80	13509	nan
A5VF26	13725	nan
A5VF26	13509	nan
Q2IW53	13725	nan
Q2IW53	13509	nan
Q07MW2	13725	nan
Q07MW2	13509	nan
Q6N6F8	13725	nan
Q6N6F8	13509	nan
Q214N1	13725	nan
Q214N1	13509	nan
Q136Z3	13725	nan
Q136Z3	13509	nan
B3QIT8	13725	nan
B3QIT8	13509	nan
Q2RPX0	13725	nan
Q2RPX0	13509	nan
Q163N8	13725	nan
Q163N8	13509	nan
Q5LPQ1	13725	nan
Q5LPQ1	13509	nan
Q1GIQ5	13725	nan
Q1GIQ5	13509	nan
C3MCF7	13725	nan
C3MCF7	13509	nan
A6U9C1	13725	nan
A6U9C1	13509	nan
Q1GTD8	13725	nan
Q1GTD8	13509	nan
Q73IM4	13725	nan
Q73IM4	13509	nan
Q5GTJ4	13725	nan
Q5GTJ4	13509	nan
A7INP6	13725	nan
A7INP6	13509	nan
Q5NQ83	13725	nan
Q5NQ83	13509	nan
P10583	16169	nan
P94126	16169	nan
P05457	16169	nan
P43518	16169	nan
P09826	16169	nan
Q59747	16169	nan
P13499	16169	nan
P04772	16169	nan
Q02154	16169	nan
P45626	16169	nan
P31592	16169	nan
O87393	16169	nan
Q8UIF1	13673	nan
Q8UIF1	48600	nan
B9JZI2	13673	nan
B9JZI2	48600	nan
Q8RQD1	13673	nan
Q8RQD1	48600	nan
Q89VX9	13673	nan
Q89VX9	48600	nan
A5ETJ9	13673	nan
A5ETJ9	48600	nan
A4YKP3	13673	nan
A4YKP3	48600	nan
B2S8D8	13673	nan
B2S8D8	48600	nan
Q2YNZ1	13673	nan
Q2YNZ1	48600	nan
A6WV84	13673	nan
A6WV84	48600	nan
Q57FN0	13673	nan
Q57FN0	48600	nan
C0RGK0	13673	nan
C0RGK0	48600	nan
Q8YES3	13673	nan
Q8YES3	48600	nan
A5VN81	13673	nan
A5VN81	48600	nan
B0CIQ3	13673	nan
B0CIQ3	48600	nan
Q8G312	13673	nan
Q8G312	48600	nan
Q9AC53	13673	nan
Q9AC53	48600	nan
B8GWX0	13673	nan
B8GWX0	48600	nan
Q3J5H6	13673	nan
Q3J5H6	48600	nan
Q2N784	13673	nan
Q2N784	48600	nan
Q5FPT6	13673	nan
Q5FPT6	48600	nan
Q1QRM1	13673	nan
Q1QRM1	48600	nan
Q3SWE0	13673	nan
Q3SWE0	48600	nan
Q2GAJ4	13673	nan
Q2GAJ4	48600	nan
B4RC79	13673	nan
B4RC79	48600	nan
Q98C27	13673	nan
Q98C27	48600	nan
Q9RAE4	13673	nan
Q9RAE4	48600	nan
P56884	13673	nan
P56884	48600	nan
Q53245	13673	nan
Q53245	48600	nan
P62223	13673	nan
P62223	48600	nan
Q2RNG2	13673	nan
Q2RNG2	48600	nan
Q5LWE5	13673	nan
Q5LWE5	48600	nan
A6U5G1	13673	nan
A6U5G1	48600	nan
Q5NPH0	13673	nan
Q5NPH0	48600	nan
Q8UGQ4	43716	nan
Q8UGQ4	18589	nan
Q6G488	43716	nan
Q6G488	18589	nan
Q6G0B0	43716	nan
Q6G0B0	18589	nan
Q89QJ5	43716	nan
Q89QJ5	18589	nan
A5EGB0	43716	nan
A5EGB0	18589	nan
A4YRN0	43716	nan
A4YRN0	18589	nan
Q8YG35	43716	nan
Q8YG35	18589	nan
Q8G1U0	43716	nan
Q8G1U0	18589	nan
Q9A4S7	43716	nan
Q9A4S7	18589	nan
Q985F6	43716	nan
Q985F6	18589	nan
Q92R86	43716	nan
Q92R86	18589	nan
Q2IUH4	43716	nan
Q2IUH4	18589	nan
Q6N8H0	43716	nan
Q6N8H0	18589	nan
Q139J0	43716	nan
Q139J0	18589	nan
B3QBR5	43716	nan
B3QBR5	18589	nan
A7IL55	43716	nan
A7IL55	18589	nan
A5FZE9	21864	nan
Q8U9W1	21864	nan
Q6G1L3	21864	nan
Q6FYC3	21864	nan
A9IZW8	21864	nan
Q89XT5	21864	nan
A5ETG1	21864	nan
A4YKS8	21864	nan
B2S889	21864	nan
Q2YLU8	21864	nan
A6WXE0	21864	nan
Q57AW2	21864	nan
A9M8S2	21864	nan
C0RFI1	21864	nan
Q8YJF4	21864	nan
A5VSR1	21864	nan
B0CIU0	21864	nan
Q8FYE7	21864	nan
A3PIB4	21864	nan
Q3J436	21864	nan
A4WUN2	21864	nan
Q11DS3	21864	nan
Q2N9P7	21864	nan
P05446	21864	nan
Q0BWR4	21864	nan
Q28TK3	21864	nan
Q0AM20	21864	nan
B8ICA2	21864	nan
B0UBD0	21864	nan
Q1QQZ1	21864	nan
Q3SVQ1	21864	nan
Q4FP49	21864	nan
Q2K3M6	21864	nan
Q1MB56	21864	nan
Q98G02	21864	nan
Q92MF8	21864	nan
P96981	21864	nan
Q2J429	21864	nan
Q07VA9	21864	nan
Q6NC62	21864	nan
Q21C03	21864	nan
Q13F06	21864	nan
Q2RP80	21864	nan
Q162S3	21864	nan
Q5LNN5	21864	nan
A5G146	21644	nan
B6JJF0	21644	nan
Q8U940	21644	nan
B9JZR4	21644	nan
A8I8V7	21644	nan
B2IE09	21644	nan
Q89UK6	21644	nan
A5ES06	21644	nan
A4YLX6	21644	nan
A6WXV2	21644	nan
A9MB89	21644	nan
Q8YBR2	21644	nan
A5VUC1	21644	nan
A9WYC6	21644	nan
Q8FWK8	21644	nan
A3PJB4	21644	nan
Q3J317	21644	nan
