protein	reaction	direction
Q54II8	75387	75388
Q54B14	23652	nan
P36410	19669	19670
P36409	19669	19670
P36411	19669	19670
Q24814	19669	19670
Q24815	19669	19670
Q24816	19669	19670
Q24817	19669	19670
O76321	19669	19670
Q54CS9	13065	nan
Q94694	19669	nan
P18613	19669	nan
Q86L51	19669	nan
Q55BW0	19669	nan
P34729	19669	nan
P34726	19669	nan
P32252	19669	nan
P32253	19669	nan
P03967	19669	nan
P15064	19669	nan
P32254	19669	nan
Q55CB0	19669	nan
Q55CB9	19669	nan
Q55CC0	19669	nan
Q55CB8	19669	nan
Q55CB7	19669	nan
Q55CA9	19669	nan
Q54UQ4	13697	nan
Q54XQ2	17989	nan
Q54XQ2	46608	nan
Q54I89	13065	13066
P31021	19669	19670
Q7KWM9	23344	nan
Q7KWM9	56816	nan
Q54VD8	17989	nan
Q54VD8	46608	nan
Q54T05	17989	nan
Q54T05	46608	nan
Q54Q71	23252	nan
P42521	23252	nan
Q7M438	68052	nan
Q6XHA5	17989	nan
Q6XHA5	46608	nan
Q6XHB2	17989	nan
Q6XHB2	46608	nan
Q1ZXD6	17989	nan
Q1ZXD6	46608	nan
Q54WS5	17989	nan
Q54WS5	46608	nan
Q55GE6	17989	nan
Q55GE6	46608	nan
Q54M77	17989	nan
Q54M77	46608	nan
Q6XHA7	17989	nan
Q6XHA7	46608	nan
Q86H36	21248	nan
Q54BM1	21248	21249
P35084	21248	nan
Q54J75	21248	nan
Q86AQ5	21248	nan
Q54IZ9	21248	nan
Q551C2	14657	nan
O15746	23976	nan
B0EAV2	68076	nan
B0EAV2	68080	nan
C4M244	68076	nan
C4M244	68080	nan
B0EIW5	68076	nan
B0EIW5	68080	nan
C4M6T2	68076	nan
C4M6T2	68080	nan
Q54Y09	68076	nan
Q54Y09	68080	nan
Q54CW7	12701	nan
Q54UW5	13065	nan
Q55DM5	76063	nan
Q55AW9	12316	12317
Q55AW9	55652	55653
P10819	21708	nan
B0G107	46148	nan
Q55CW3	17989	nan
Q55CW3	46608	nan
Q54P26	17989	nan
Q54P26	46608	nan
Q55CW2	17989	nan
Q55CW2	46608	nan
Q559R0	19669	19670
Q54Y14	19669	19670
O76156	18133	18134
Q54JD9	24564	nan
Q54NG9	10020	nan
Q9U3X4	40523	nan
Q55CC2	40523	nan
Q86B06	19169	nan
Q94497	18737	nan
Q8T2I8	17989	nan
Q8T2I8	46608	nan
Q54UH8	12641	nan
Q54UH8	49612	nan
Q55CQ6	14329	nan
Q55CQ6	16573	nan
Q54HS3	60260	nan
Q54HS3	60268	nan
Q54HS3	60272	nan
Q54RV9	18593	nan
Q54RB7	17989	nan
Q54RB7	46608	nan
Q54IP4	17989	nan
Q54IP4	46608	nan
Q54Y55	17989	nan
Q54Y55	46608	nan
Q54U31	17989	nan
Q54U31	46608	nan
Q54G43	17989	nan
Q54G43	46608	nan
Q54QE6	43636	nan
Q54LF0	43636	nan
Q54P49	43636	nan
Q54GV7	43636	nan
Q55DB0	43636	nan
Q86A12	17989	nan
Q86A12	46608	nan
Q553E9	17989	nan
Q553E9	46608	nan
Q54I98	21128	nan
Q55GQ5	20696	nan
Q54RN1	20696	nan
Q54RQ1	20696	nan
Q54TU5	20696	nan
Q54G70	20696	nan
Q54TW8	20696	nan
P34107	20696	nan
Q55BJ9	20696	nan
Q54NX0	48628	nan
Q54VQ6	25041	nan
Q9XY92	12721	nan
Q86KF9	51496	nan
Q6B516	51496	nan
Q86AT8	17989	nan
Q86AT8	46608	nan
Q8SSY6	17989	nan
Q8SSY6	46608	nan
P18160	10596	nan
P18161	10596	nan
O15743	20629	nan
O15743	47004	nan
Q54GP3	18953	18955
Q54GP3	32627	32629
Q55FL5	14761	nan
Q54EX5	14761	nan
Q54DK1	38359	nan
Q54DK1	55156	nan
Q54TC9	32727	nan
Q75K18	19669	19670
O15821	19669	19670
Q45FA5	17989	nan
Q45FA5	46608	nan
Q54HH2	10980	nan
Q54HH2	19169	nan
Q54HH2	13977	nan
Q558Z3	20629	nan
Q558Z3	47004	nan
Q54WJ0	17989	nan
Q54WJ0	46608	nan
Q54WC0	17989	nan
Q54WC0	46608	nan
Q55FS2	17989	nan
Q55FS2	46608	nan
O61125	17989	nan
O61125	46608	nan
Q54FI3	11128	11129
Q54FI3	64352	64353
Q54NM9	22980	nan
P36967	22120	nan
P36967	17661	nan
Q55AI5	17661	nan
Q869S7	22120	nan
O61122	17989	nan
O61122	46608	nan
P84178	11060	nan
Q54Y20	12540	nan
Q86H43	12540	nan
Q54KR1	17773	nan
Q54ZY3	17773	17775
Q75JQ1	19649	nan
Q559M9	19649	nan
Q55C99	19649	nan
Q54KB8	23540	nan
Q54KS8	19413	nan
Q550D2	19413	nan
Q86A68	19413	nan
Q86AS6	17313	nan
Q55D12	17313	nan
Q54YD4	11060	nan
Q54CE4	11060	nan
Q54N83	11688	nan
Q54ET5	11688	nan
Q54X95	13481	nan
Q54MZ8	13481	nan
Q554D9	11180	nan
Q55FI3	11180	nan
P14325	20121	nan
Q558Z0	20301	nan
Q7KWQ2	12292	nan
Q7KWQ2	42580	nan
Q54J66	24624	nan
Q8MP20	24624	nan
Q86KU2	10704	nan
Q54I78	10704	nan
Q55DZ8	24080	nan
Q86A90	24080	nan
Q54WD9	10220	nan
Q55DB4	24536	nan
Q54UP4	17053	nan
Q550P4	16229	16230
Q54DX7	67748	67749
Q54DX7	67748	67750
Q54DX7	67752	67753
Q54DX7	67752	67754
Q54DX7	33731	33732
Q54DX7	33731	33733
Q54DX7	68988	68989
Q54DX7	68988	68990
Q54DX7	43816	43817
Q54DX7	43816	43818
P31017	19669	19670
P50258	19669	19670
P11480	19669	19670
P04105	19669	19670
P32255	19669	19670
A0AAL4	19669	19670
Q55C17	14473	nan
Q54WS6	17221	nan
Q54E29	54564	nan
Q86AD9	21036	nan
P15808	29043	nan
Q54HT1	16301	16302
Q54DP1	16653	nan
Q556J0	10508	nan
A6YB01	10508	nan
Q8MXQ3	17377	17378
Q8MXQ3	53396	53397
Q86C65	17989	nan
Q86C65	46608	nan
Q54DU9	10684	nan
Q86IL4	10684	nan
Q54VS7	73383	nan
Q869R8	18585	nan
O02611	18585	18586
A0A385AJM5	73991	73992
A0A385AJN0	27425	27426
A0A385AJN0	27421	27422
A0A385AJN0	73995	73996
A0A385AJM6	68712	68713
A0A385AJM6	29511	29512
A0A385AJM6	47052	47053
A0A385AJM6	30383	30384
A0A385AJM4	53628	53629
A0A385AJM2	53628	53629
F4Q7D4	53628	53629
Q55E23	27421	27422
Q55E23	32691	32692
Q55E23	68824	68825
F0ZLU4	53628	53629
P9WEY7	33107	33108
P9WEY7	33103	33104
P9WEY7	28294	28295
P9WEY7	16965	16966
A0A151ZEA6	53628	53629
Q7KWU0	53632	53633
Q7KWU0	68824	68825
Q7KWU0	68708	68709
F0ZL92	27425	27426
F0ZL92	68712	68713
Q86II4	73951	73952
Q86II4	73963	73964
Q86II4	73979	73980
Q86II4	32691	32692
Q86II4	68824	68825
Q86II4	68708	68709
Q86II4	16965	16966
Q75J90	56984	56985
F1A1D4	68712	68713
P9WEY4	33103	33104
P9WEY4	28294	28295
Q54TW4	58172	58173
Q54TW4	27425	27426
Q54TW4	27421	27422
Q54TW4	68712	68713
Q54P86	53628	53629
F0ZDD0	27425	27426
F0ZDD0	68712	68713
F0ZDD0	27421	27422
Q54YE1	73983	73984
Q54BE5	73987	73988
Q54YE2	73983	73984
Q54YE2	27425	27426
Q54YE2	68824	68825
Q54YE2	68708	68709
Q54YE2	16965	16966
F0ZK52	68712	68713
F0ZK52	68716	68717
Q54K57	18889	nan
Q54NU9	18889	nan
Q54QZ5	32675	nan
Q54BD5	32767	nan
Q54BD5	43192	nan
Q54BD5	43196	nan
Q54WD6	36899	nan
C4M572	36899	nan
D3BT31	36899	nan
Q86JJ0	43152	nan
Q54VA8	42396	nan
Q551M3	42708	nan
Q54UU8	20345	nan
Q55FT4	17989	nan
Q55FT4	46608	nan
Q54GN5	13509	nan
Q55FS0	43616	nan
Q55FS0	48612	nan
Q54K99	74083	74084
Q55EL3	16825	nan
Q55EL3	24674	nan
Q8T154	16825	nan
Q8T154	24674	nan
Q54R62	16825	nan
Q54R62	24674	nan
Q9GNF0	16825	nan
Q9GNF0	24674	nan
P08800	19889	nan
Q54YZ0	19889	nan
Q54IL5	22724	nan
P09556	10380	10382
P09556	11596	11597
Q55GQ6	13017	nan
Q54LT2	21368	nan
Q54W16	46052	46053
P54647	57720	nan
L8GFE0	28486	28487
Q54NL4	38663	nan
Q54NL4	39747	nan
Q54NL4	38571	nan
Q54NL4	38895	nan
Q54S77	17989	nan
Q54S77	46608	nan
Q54IF7	21208	nan
Q54IF7	24873	nan
Q54PT2	13065	nan
Q6B9X6	17989	nan
Q6B9X6	46608	nan
Q75JU2	13065	nan
Q54FB7	16669	nan
Q54FB7	24670	nan
Q54ZN3	17989	nan
Q54ZN3	46608	nan
Q54WW7	17989	nan
Q54WW7	46608	nan
Q54XY6	17989	nan
Q54XY6	46608	nan
Q54VV7	17989	nan
Q54VV7	46608	nan
Q54Y90	17989	nan
Q54Y90	46608	nan
Q54XZ5	17989	nan
Q54XZ5	46608	nan
Q55CA6	17989	nan
Q55CA6	46608	nan
Q54FR9	17989	nan
Q54FR9	46608	nan
Q54RP7	17989	nan
Q54RP7	46608	nan
Q54IF2	17989	nan
Q54IF2	46608	nan
Q54L81	17989	nan
Q54L81	46608	nan
Q559T8	17989	nan
Q559T8	46608	nan
Q54F40	17989	nan
Q54F40	46608	nan
Q54JC7	17989	nan
Q54JC7	46608	nan
Q54RZ7	17989	nan
Q54RZ7	46608	nan
Q54EG9	17989	nan
Q54EG9	46608	nan
Q1ZXI5	17989	nan
Q1ZXI5	46608	nan
Q54FH3	17989	nan
Q54FH3	46608	nan
Q54UZ1	17989	nan
Q54UZ1	46608	nan
Q54EM1	17989	nan
Q54EM1	46608	nan
Q54DY0	17989	nan
Q54DY0	46608	nan
Q86JM5	32727	nan
Q8MYF1	17989	nan
Q8MYF1	46608	nan
Q54T01	20629	nan
Q54T01	47004	nan
Q54DC8	17989	nan
Q54DC8	46608	nan
Q54SK3	17989	nan
Q54SK3	46608	nan
Q54D75	17989	nan
Q54D75	46608	nan
Q54SC4	17989	nan
Q54SC4	46608	nan
Q54CG9	44640	nan
Q54CG9	18113	nan
Q54R98	17989	nan
Q54R98	46608	nan
Q54R95	17989	nan
Q54R95	46608	nan
Q54B48	17989	nan
Q54B48	46608	nan
Q556J6	17989	nan
Q556J6	46608	nan
Q54PX0	17989	nan
Q54PX0	46608	nan
Q54PK8	17989	nan
Q54PK8	46608	nan
Q555E8	32727	nan
Q54P72	15017	nan
Q54P71	15017	nan
Q54ET3	17989	nan
Q54ET3	46608	nan
Q54E34	17989	nan
Q54E34	46608	nan
Q86HW6	17989	nan
Q86HW6	46608	nan
Q54LR6	17989	nan
Q54LR6	46608	nan
Q54LH8	17989	nan
Q54LH8	46608	nan
Q550K8	17989	nan
Q550K8	46608	nan
Q76P07	17989	nan
Q76P07	46608	nan
Q1ZXR2	17989	nan
Q1ZXR2	46608	nan
Q54YZ5	17989	nan
Q54YZ5	46608	nan
Q54VU4	17989	nan
Q54VU4	46608	nan
Q1ZXD9	19253	nan
Q54YW4	54424	nan
Q54YW4	58224	nan
Q55FJ6	17989	nan
Q55FJ6	46608	nan
Q54Y06	17989	nan
Q54Y06	46608	nan
Q55FV5	17989	nan
Q55FV5	46608	nan
Q55F45	17989	nan
Q55F45	46608	nan
Q54LU8	17989	nan
Q54LU8	46608	nan
Q55EU7	22408	nan
Q55EU7	19361	nan
Q54XP1	22408	nan
Q54XP1	19361	nan
Q54XJ4	17989	nan
Q54XJ4	46608	nan
Q54EW2	13313	nan
Q54EW2	11992	nan
Q54EW2	13781	nan
Q54V83	17989	nan
Q54V83	46608	nan
Q54C18	17989	nan
Q54C18	46608	nan
Q54WS9	20629	nan
Q54WS9	47004	nan
Q55DK2	17989	nan
Q55DK2	46608	nan
Q54WD7	17989	nan
Q54WD7	46608	nan
Q54V35	17989	nan
Q54V35	46608	nan
Q54RR9	17989	nan
Q54RR9	46608	nan
Q55GG4	17989	nan
Q55GG4	46608	nan
Q55A55	17989	nan
Q55A55	46608	nan
Q54XX5	17989	nan
Q54XX5	46608	nan
Q869X3	17989	nan
Q869X3	46608	nan
Q86AE1	17989	nan
Q86AE1	46608	nan
Q54TH6	17989	nan
Q54TH6	46608	nan
Q54VC0	17989	nan
Q54VC0	46608	nan
Q55BA0	17989	nan
Q55BA0	46608	nan
Q86HG9	17989	nan
Q86HG9	46608	nan
Q54QI2	17989	nan
Q54QI2	46608	nan
Q55GU0	17989	nan
Q55GU0	46608	nan
Q55EI8	17989	nan
Q55EI8	46608	nan
Q552C1	17989	nan
Q552C1	46608	nan
Q55A09	17989	nan
Q55A09	46608	nan
Q54C38	17989	nan
Q54C38	46608	nan
Q54QV3	17989	nan
Q54QV3	46608	nan
Q54QV3	10596	nan
Q54G28	10596	nan
Q54R58	10596	nan
Q75JK0	17989	nan
Q75JK0	46608	nan
Q75JK0	10596	nan
Q552C6	17989	nan
Q552C6	46608	nan
Q552C6	10596	nan
Q550R7	36683	nan
Q86A83	36683	nan
Q557H5	36683	nan
Q555N7	36683	nan
Q554E7	36683	nan
Q8T2Q0	36683	nan
Q552M6	36683	nan
Q54VH7	36683	nan
Q869Q0	19669	19670
Q9ZHW3	16933	nan
Q48KS9	16933	nan
Q51813	16933	nan
Q5PWZ8	16933	nan
Q87YW7	16933	nan
Q4ZVH4	16933	nan
Q6STM1	34415	nan
M5AWY0	34415	nan
Q88FI7	12601	12602
Q88FI7	10212	nan
P81593	20996	nan
E0SKP1	76543	76544
D7UER1	56596	nan
P0DX23	24612	nan
P0DX23	24616	nan
P0DX23	14929	nan
P0DX23	14981	nan
Q59087	21096	nan
Q83V26	17953	nan
B1KJM7	17953	nan
Q8PM31	17953	nan
Q4UT95	17953	nan
B0RUZ7	17953	nan
Q8PAD0	17953	nan
Q3BV37	17953	nan
Q2P320	17953	nan
Q5H043	17953	nan
Q9F131	22692	nan
Q0QFQ1	22692	nan
Q5EXK1	22692	nan
Q9I0N5	53776	nan
P30871	14157	nan
P45267	14157	nan
A3M4A9	21152	nan
B0VB44	21152	nan
Q1QU06	21152	nan
Q9I476	21152	nan
Q4KGU2	21152	nan
A5VZY6	21152	nan
Q88NF3	21152	nan
Q1QBF3	21152	nan
A3QFI1	21152	nan
Q8P833	21152	nan
Q01468	33431	nan
Q8RQD2	33431	nan
Q9Z431	33431	nan
Q93JW0	33431	nan
Q8KRR5	33431	nan
Q9ZI54	33431	nan
A8ADU7	36167	nan
A7MH33	36167	nan
A7ZPA5	36167	nan
B7UFU9	36167	nan
B7MG55	36167	nan
B7LBE5	36167	nan
Q8XCV3	36167	nan
B5YXT1	36167	nan
B7NNX0	36167	nan
B7MXX0	36167	nan
B7M5X0	36167	nan
C4ZVI4	36167	nan
B1X903	36167	nan
A8A2G0	36167	nan
A1ADE0	36167	nan
Q0TFF5	36167	nan
Q8FFJ5	36167	nan
B1IXQ1	36167	nan
P76491	36167	nan
P76491	29371	nan
P76491	29379	nan
P76491	11080	nan
P76491	29355	nan
P76491	29383	nan
P76491	29363	nan
B7N5Q3	36167	nan
B6I7L3	36167	nan
B1LLP5	36167	nan
Q1R9C4	36167	nan
A4WCS0	36167	nan
B2VIV0	36167	nan
B5XNU9	36167	nan
A6TBX7	36167	nan
Q9CMR5	36167	nan
Q6D2R1	36167	nan
C6DA49	36167	nan
Q7N2I4	36167	nan
Q6LNX0	36167	nan
Q8GLH5	36167	nan
B5EZL4	36167	nan
A9MJ94	36167	nan
Q57M23	36167	nan
B5FPH3	36167	nan
B5R313	36167	nan
B5RCF7	36167	nan
B4TBJ9	36167	nan
B4SZ04	36167	nan
Q3V7K9	36167	nan
A9N4B8	36167	nan
C0Q034	36167	nan
B5BCL4	36167	nan
B4TQ66	36167	nan
Q8Z524	36167	nan
Q8ZNE0	36167	nan
Q8EEA3	36167	nan
B2TW72	36167	nan
Q32DP8	36167	nan
Q0T2J6	36167	nan
Q83QS4	36167	nan
Q3YZR9	36167	nan
B7VHZ1	36167	nan
Q9KQM0	36167	nan
Q87R72	36167	nan
Q8DG35	36167	nan
Q7MMF9	36167	nan
A1JLF1	36167	nan
A7FGQ0	36167	nan
Q1C6A6	36167	nan
B2K824	36167	nan
Q8ZDK3	36167	nan
A9R6M4	36167	nan
Q1CHP8	36167	nan
A4TM39	36167	nan
Q668Z7	36167	nan
B1JGL0	36167	nan
P0AC29	10488	nan
P0AC28	10488	10489
P44905	10488	nan
P44569	12484	nan
Q9I767	12484	nan
Q9KQ30	12484	nan
P22848	12484	nan
Q8DFG4	12484	nan
P86491	27333	nan
Q88FY2	27333	nan
P37754	10116	nan
P70718	10116	nan
P57208	10116	nan
Q9ZHD9	10116	nan
Q89AX5	10116	nan
P41581	10116	nan
P41583	10116	nan
P41582	10116	nan
P00350	10116	nan
Q7VMX4	10116	nan
P43774	10116	nan
P41576	10116	nan
P41574	10116	nan
P41575	10116	nan
P41577	10116	nan
P14062	10116	nan
P41578	10116	nan
P41579	10116	nan
P37756	10116	nan
P41580	10116	nan
P70715	12556	nan
Q7VR81	12556	nan
Q492W6	12556	nan
B8D985	12556	nan
P57380	12556	nan
Q8K9N9	12556	nan
B8D7I7	12556	nan
Q89AK3	12556	nan
A8AJ27	12556	nan
A7MIZ2	12556	nan
A7ZJE2	12556	nan
B7ULP0	12556	nan
B7MGM4	12556	nan
B7LB75	12556	nan
Q8X926	12556	nan
B5YRG5	12556	nan
B7NNI9	12556	nan
B7MPQ2	12556	nan
B7M6D0	12556	nan
C4ZXT8	12556	nan
B1X797	12556	nan
A7ZY23	12556	nan
A1A909	12556	nan
Q0TJT3	12556	nan
Q8FJR2	12556	nan
B1IXL9	12556	nan
P52697	12556	nan
B7NA10	12556	nan
B6I7S1	12556	nan
B1LM58	12556	nan
Q1REG3	12556	nan
A4W8A9	12556	nan
B2VBU3	12556	nan
B7LJZ2	12556	nan
Q57039	12556	nan
B5XZA0	12556	nan
A6T6J6	12556	nan
Q6D7C2	12556	nan
C6DCH7	12556	nan
Q7N6R1	12556	nan
Q9X2N2	12556	nan
Q9EV79	12556	nan
B5F063	12556	nan
A9MJH1	12556	nan
Q57RH2	12556	nan
B5FP52	12556	nan
B5QX56	12556	nan
B5R752	12556	nan
B4TC39	12556	nan
B4SZI8	12556	nan
Q5PG56	12556	nan
A9MTJ8	12556	nan
C0PWX3	12556	nan
B5BC39	12556	nan
B4TQT0	12556	nan
Q8Z8A2	12556	nan
Q8ZQR4	12556	nan
A8GBC1	12556	nan
B2TVG3	12556	nan
Q324C4	12556	nan
Q32EZ9	12556	nan
Q0T6J2	12556	nan
Q83LP7	12556	nan
Q3Z422	12556	nan
Q2NUK0	12556	nan
Q9RMP7	12556	nan
Q9PEG5	12556	nan
Q87EG7	12556	nan
A1JS71	12556	nan
A7FKN1	12556	nan
Q1C949	12556	nan
B2K8S8	12556	nan
Q8ZGX4	12556	nan
Q1CFQ1	12556	nan
A4TNQ8	12556	nan
Q66D69	12556	nan
B1JSS6	12556	nan
P46854	17801	nan
P46854	44144	nan
Q52424	24516	nan
P13246	12665	nan
P0A255	12665	nan
Q01515	12665	nan
Q54441	16449	nan
Q43899	16449	nan
Q44245	16449	nan
Q44057	16449	nan
P10051	16449	nan
P50858	16449	nan
P19650	16449	nan
Q15BH7	16449	nan
Q9R381	16449	nan
Q8ZPB6	16449	nan
P20092	16449	nan
Q9RBW7	16449	nan
P23181	14441	nan
P29807	12665	nan
P0A256	12665	nan
P29808	12665	12666
P08988	12665	nan
Q93K96	75903	75904
Q93K96	75907	75908
A8AP56	10304	nan
A8AP56	45588	nan
A7MR36	10304	nan
A7MR36	45588	nan
A7ZQU2	10304	nan
A7ZQU2	45588	nan
B7UHQ4	10304	nan
B7UHQ4	45588	nan
B7MLI2	10304	nan
B7MLI2	45588	nan
B7LF13	10304	nan
B7LF13	45588	nan
Q8X6J8	10304	nan
Q8X6J8	45588	nan
B5Z4F4	10304	nan
B5Z4F4	45588	nan
B7NVY2	10304	nan
B7NVY2	45588	nan
C4ZZY9	10304	nan
C4ZZY9	45588	nan
B1XDP2	10304	nan
B1XDP2	45588	nan
A8A3X0	10304	nan
A8A3X0	45588	nan
A1AF47	10304	nan
A1AF47	45588	nan
Q0TDZ6	10304	nan
Q0TDZ6	45588	nan
Q8FEA6	10304	nan
Q8FEA6	45588	nan
B1IU08	10304	nan
B1IU08	45588	nan
P31119	10304	nan
P31119	45588	nan
B7N768	10304	nan
B7N768	45588	nan
B6I6W1	10304	nan
B6I6W1	45588	nan
B1LR34	10304	nan
B1LR34	45588	nan
Q1R7H5	10304	nan
Q1R7H5	45588	nan
A4WE11	10304	nan
A4WE11	45588	nan
B2VFS7	10304	nan
B2VFS7	45588	nan
B7LNJ2	10304	nan
B7LNJ2	45588	nan
B5XUP2	10304	nan
B5XUP2	45588	nan
A6TDH2	10304	nan
A6TDH2	45588	nan
Q6D107	10304	nan
Q6D107	45588	nan
C6DE43	10304	nan
C6DE43	45588	nan
Q7N7A9	10304	nan
Q7N7A9	45588	nan
B5F4V4	10304	nan
B5F4V4	45588	nan
Q57KA7	10304	nan
Q57KA7	45588	nan
B5FUB9	10304	nan
B5FUB9	45588	nan
B5QWU2	10304	nan
B5QWU2	45588	nan
B5RDY6	10304	nan
B5RDY6	45588	nan
B4TGR5	10304	nan
B4TGR5	45588	nan
B4T503	10304	nan
B4T503	45588	nan
Q5PEN7	10304	nan
Q5PEN7	45588	nan
A9N3H8	10304	nan
A9N3H8	45588	nan
C0PXJ8	10304	nan
C0PXJ8	45588	nan
B5BFH6	10304	nan
B5BFH6	45588	nan
B4TUM9	10304	nan
B4TUM9	45588	nan
Q8Z406	10304	nan
Q8Z406	45588	nan
Q8ZMA4	10304	nan
Q8ZMA4	45588	nan
B2TYQ5	10304	nan
B2TYQ5	45588	nan
Q0T128	10304	nan
Q0T128	45588	nan
Q83JV7	10304	nan
Q83JV7	45588	nan
Q3YY21	10304	nan
Q3YY21	45588	nan
A1JPF0	10304	nan
A1JPF0	45588	nan
A7FFD1	10304	nan
A7FFD1	45588	nan
Q1CAS8	10304	nan
Q1CAS8	45588	nan
B2JZ75	10304	nan
B2JZ75	45588	nan
Q74RZ6	10304	nan
Q74RZ6	45588	nan
A9R2S1	10304	nan
A9R2S1	45588	nan
A4TLD3	10304	nan
A4TLD3	45588	nan
Q667F1	10304	nan
Q667F1	45588	nan
B1JQC1	10304	nan
B1JQC1	45588	nan
P00509	21824	nan
P44425	21824	nan
C6C2Z3	21824	nan
P72173	21824	nan
Q56114	21824	nan
P58661	21824	nan
B0FLN1	10096	nan
A8AGJ9	19105	19106
A8AGJ9	61632	61633
A7ZLN7	19105	19106
A7ZLN7	61632	61633
B7URJ0	19105	19106
B7URJ0	61632	61633
B7MMS8	19105	19106
B7MMS8	61632	61633
B7L6F9	19105	19106
B7L6F9	61632	61633
Q8X9W5	19105	19106
Q8X9W5	61632	61633
B5Z0W0	19105	19106
B5Z0W0	61632	61633
B7MUN0	19105	19106
B7MUN0	61632	61633
B7LZ33	19105	19106
B7LZ33	61632	61633
C4ZVI3	19105	19106
C4ZVI3	61632	61633
B1XDF5	19105	19106
B1XDF5	61632	61633
A8A002	19105	19106
A8A002	61632	61633
A1AB46	19105	19106
A1AB46	61632	61633
Q0THX6	19105	19106
Q0THX6	61632	61633
Q8FHK7	19105	19106
Q8FHK7	61632	61633
B1IS15	19105	19106
B1IS15	61632	61633
P77674	19105	19106
P77674	61632	61633
B7N4K1	19105	19106
B7N4K1	61632	61633
B6IAI9	19105	19106
B6IAI9	61632	61633
B1LFH3	19105	19106
B1LFH3	61632	61633
Q1RBX3	19105	19106
Q1RBX3	61632	61633
A4WAR9	19105	19106
A4WAR9	61632	61633
B7LR95	19105	19106
B7LR95	61632	61633
Q6D6Y7	19105	19106
Q6D6Y7	61632	61633
C6DD82	19105	19106
C6DD82	61632	61633
A9MQY3	19105	19106
A9MQY3	61632	61633
Q57P61	19105	19106
Q57P61	61632	61633
Q5PHV8	19105	19106
Q5PHV8	61632	61633
A9MYQ4	19105	19106
A9MYQ4	61632	61633
C0Q4N4	19105	19106
C0Q4N4	61632	61633
Q8Z747	19105	19106
Q8Z747	61632	61633
Q8ZPC9	19105	19106
Q8ZPC9	61632	61633
A8GHZ8	19105	19106
A8GHZ8	61632	61633
Q32FQ5	19105	19106
Q32FQ5	61632	61633
Q0T431	19105	19106
Q0T431	61632	61633
Q83R90	19105	19106
Q83R90	61632	61633
Q3Z1H6	19105	19106
Q3Z1H6	61632	61633
P46133	28711	nan
A0A009IHW8	75299	75300
A0A009IHW8	16301	16302
A0A009IHW8	19849	19850
A8APA8	62932	nan
A8APA8	62936	nan
A8APA8	62940	nan
A7MR71	62932	nan
A7MR71	62936	nan
A7MR71	62940	nan
A7ZR09	62932	nan
A7ZR09	62936	nan
A7ZR09	62940	nan
B7UHU9	62932	nan
B7UHU9	62936	nan
B7UHU9	62940	nan
B7MM87	62932	nan
B7MM87	62936	nan
B7MM87	62940	nan
B7LF85	62932	nan
B7LF85	62936	nan
B7LF85	62940	nan
P67604	62932	nan
P67604	62936	nan
P67604	62940	nan
B5YQ93	62932	nan
B5YQ93	62936	nan
B5YQ93	62940	nan
B7NHW2	62932	nan
B7NHW2	62936	nan
B7NHW2	62940	nan
B7MZJ8	62932	nan
B7MZJ8	62936	nan
B7MZJ8	62940	nan
B7LYG4	62932	nan
B7LYG4	62936	nan
B7LYG4	62940	nan
C5A0H2	62932	nan
C5A0H2	62936	nan
C5A0H2	62940	nan
B1XEI7	62932	nan
B1XEI7	62936	nan
B1XEI7	62940	nan
A8A441	62932	nan
A8A441	62936	nan
A8A441	62940	nan
A1AF90	62932	nan
A1AF90	62936	nan
A1AF90	62940	nan
Q0TDV1	62932	nan
Q0TDV1	62936	nan
Q0TDV1	62940	nan
Q8FE69	62932	nan
Q8FE69	62936	nan
Q8FE69	62940	nan
B1ITA2	62932	nan
B1ITA2	62936	nan
B1ITA2	62940	nan
P67603	62932	nan
P67603	62936	nan
P67603	62940	nan
B7N7E4	62932	nan
B7N7E4	62936	nan
B7N7E4	62940	nan
B6I733	62932	nan
B6I733	62936	nan
B6I733	62940	nan
B1LDA1	62932	nan
B1LDA1	62936	nan
B1LDA1	62940	nan
Q1R7D0	62932	nan
Q1R7D0	62936	nan
Q1R7D0	62940	nan
C5BGW5	62932	nan
C5BGW5	62936	nan
C5BGW5	62940	nan
B7LPB4	62932	nan
B7LPB4	62936	nan
B7LPB4	62940	nan
Q4QKA6	62932	nan
Q4QKA6	62936	nan
Q4QKA6	62940	nan
A5UC01	62932	nan
A5UC01	62936	nan
A5UC01	62940	nan
P44172	62932	nan
P44172	62936	nan
P44172	62940	nan
B5XUE4	62932	nan
B5XUE4	62936	nan
B5XUE4	62940	nan
A6TDQ4	62932	nan
A6TDQ4	62936	nan
A6TDQ4	62940	nan
Q9RA13	62932	nan
Q9RA13	62936	nan
Q9RA13	62940	nan
Q9CL02	62932	nan
Q9CL02	62936	nan
Q9CL02	62940	nan
B5F5H4	62932	nan
B5F5H4	62936	nan
B5F5H4	62940	nan
A9MRH4	62932	nan
A9MRH4	62936	nan
A9MRH4	62940	nan
Q57K65	62932	nan
Q57K65	62936	nan
Q57K65	62940	nan
B5FUG3	62932	nan
B5FUG3	62936	nan
B5FUG3	62940	nan
B5QXH7	62932	nan
B5QXH7	62936	nan
B5QXH7	62940	nan
B5RE11	62932	nan
B5RE11	62936	nan
B5RE11	62940	nan
B4TGX0	62932	nan
B4TGX0	62936	nan
B4TGX0	62940	nan
B4T545	62932	nan
